sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Profile 1;Profile 2
;1;Session genius.core.session.Session@62e39e21 failed: failed to construct agent : Execution failed of init<FunctionalAcceptor@1,Participant[Party1,PartyRepositoryItem[FunctionalAcceptor,agents.FunctionalAcceptor,Agent FunctionalAcceptor, is mediator=false],etc/templates/partydomain/party3_utility.xml]>:java.lang.ClassCastException: genius.core.timeline.ContinuousTimeline cannot be cast to genius.core.timeline.DiscreteTimeline: genius.core.timeline.ContinuousTimeline cannot be cast to genius.core.timeline.DiscreteTimeline:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, agents.FunctionalAcceptor];10s;No;;0;;;;;;Appaloosa;FunctionalAcceptor;0.0;0.0;0.0;0.0;party2_utility;party3_utility
;1;Session genius.core.session.Session@6804baa5 failed: failed to construct agent : Execution failed of init<FunctionalAcceptor@2,Participant[Party2,PartyRepositoryItem[FunctionalAcceptor,agents.FunctionalAcceptor,Agent FunctionalAcceptor, is mediator=false],etc/templates/partydomain/party2_utility.xml]>:java.lang.ClassCastException: genius.core.timeline.ContinuousTimeline cannot be cast to genius.core.timeline.DiscreteTimeline: genius.core.timeline.ContinuousTimeline cannot be cast to genius.core.timeline.DiscreteTimeline:[agents.FunctionalAcceptor, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;FunctionalAcceptor;Appaloosa;0.0;0.0;0.0;0.0;party2_utility;party3_utility
;1;Session genius.core.session.Session@5a92a4ce failed: failed to construct agent : Execution failed of init<FunctionalAcceptor@5,Participant[Party5,PartyRepositoryItem[FunctionalAcceptor,agents.FunctionalAcceptor,Agent FunctionalAcceptor, is mediator=false],etc/templates/partydomain/party3_utility.xml]>:java.lang.ClassCastException: genius.core.timeline.ContinuousTimeline cannot be cast to genius.core.timeline.DiscreteTimeline: genius.core.timeline.ContinuousTimeline cannot be cast to genius.core.timeline.DiscreteTimeline:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, agents.FunctionalAcceptor];10s;No;;0;;;;;;Appaloosa;FunctionalAcceptor;0.0;0.0;0.0;0.0;party1_utility;party3_utility
;1;Session genius.core.session.Session@2c3a2fa6 failed: failed to construct agent : Execution failed of init<FunctionalAcceptor@6,Participant[Party6,PartyRepositoryItem[FunctionalAcceptor,agents.FunctionalAcceptor,Agent FunctionalAcceptor, is mediator=false],etc/templates/partydomain/party1_utility.xml]>:java.lang.ClassCastException: genius.core.timeline.ContinuousTimeline cannot be cast to genius.core.timeline.DiscreteTimeline: genius.core.timeline.ContinuousTimeline cannot be cast to genius.core.timeline.DiscreteTimeline:[agents.FunctionalAcceptor, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;FunctionalAcceptor;Appaloosa;0.0;0.0;0.0;0.0;party1_utility;party3_utility
;1;Session genius.core.session.Session@2ffb9d1d failed: failed to construct agent : Execution failed of init<FunctionalAcceptor@9,Participant[Party9,PartyRepositoryItem[FunctionalAcceptor,agents.FunctionalAcceptor,Agent FunctionalAcceptor, is mediator=false],etc/templates/partydomain/party2_utility.xml]>:java.lang.ClassCastException: genius.core.timeline.ContinuousTimeline cannot be cast to genius.core.timeline.DiscreteTimeline: genius.core.timeline.ContinuousTimeline cannot be cast to genius.core.timeline.DiscreteTimeline:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, agents.FunctionalAcceptor];10s;No;;0;;;;;;Appaloosa;FunctionalAcceptor;0.0;0.0;0.0;0.0;party1_utility;party2_utility
;1;Session genius.core.session.Session@6c6f3678 failed: failed to construct agent : Execution failed of init<FunctionalAcceptor@10,Participant[Party10,PartyRepositoryItem[FunctionalAcceptor,agents.FunctionalAcceptor,Agent FunctionalAcceptor, is mediator=false],etc/templates/partydomain/party1_utility.xml]>:java.lang.ClassCastException: genius.core.timeline.ContinuousTimeline cannot be cast to genius.core.timeline.DiscreteTimeline: genius.core.timeline.ContinuousTimeline cannot be cast to genius.core.timeline.DiscreteTimeline:[agents.FunctionalAcceptor, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;FunctionalAcceptor;Appaloosa;0.0;0.0;0.0;0.0;party1_utility;party2_utility
;1;Session genius.core.session.Session@3e1078ff failed: failed to construct agent : Execution failed of init<FunctionalAcceptor@13,Participant[Party13,PartyRepositoryItem[FunctionalAcceptor,agents.FunctionalAcceptor,Agent FunctionalAcceptor, is mediator=false],etc/templates/partydomain/party3_utility.xml]>:java.lang.ClassCastException: genius.core.timeline.ContinuousTimeline cannot be cast to genius.core.timeline.DiscreteTimeline: genius.core.timeline.ContinuousTimeline cannot be cast to genius.core.timeline.DiscreteTimeline:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, agents.FunctionalAcceptor];10s;No;;0;;;;;;Appaloosa;FunctionalAcceptor;0.0;0.0;0.0;0.0;party2_utility;party3_utility
;1;Session genius.core.session.Session@9a1cbe9 failed: failed to construct agent : Execution failed of init<FunctionalAcceptor@14,Participant[Party14,PartyRepositoryItem[FunctionalAcceptor,agents.FunctionalAcceptor,Agent FunctionalAcceptor, is mediator=false],etc/templates/partydomain/party2_utility.xml]>:java.lang.ClassCastException: genius.core.timeline.ContinuousTimeline cannot be cast to genius.core.timeline.DiscreteTimeline: genius.core.timeline.ContinuousTimeline cannot be cast to genius.core.timeline.DiscreteTimeline:[agents.FunctionalAcceptor, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;FunctionalAcceptor;Appaloosa;0.0;0.0;0.0;0.0;party2_utility;party3_utility
;1;Session genius.core.session.Session@6704c688 failed: failed to construct agent : Execution failed of init<FunctionalAcceptor@17,Participant[Party17,PartyRepositoryItem[FunctionalAcceptor,agents.FunctionalAcceptor,Agent FunctionalAcceptor, is mediator=false],etc/templates/partydomain/party3_utility.xml]>:java.lang.ClassCastException: genius.core.timeline.ContinuousTimeline cannot be cast to genius.core.timeline.DiscreteTimeline: genius.core.timeline.ContinuousTimeline cannot be cast to genius.core.timeline.DiscreteTimeline:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, agents.FunctionalAcceptor];10s;No;;0;;;;;;Appaloosa;FunctionalAcceptor;0.0;0.0;0.0;0.0;party1_utility;party3_utility
;1;Session genius.core.session.Session@2c5b477b failed: failed to construct agent : Execution failed of init<FunctionalAcceptor@18,Participant[Party18,PartyRepositoryItem[FunctionalAcceptor,agents.FunctionalAcceptor,Agent FunctionalAcceptor, is mediator=false],etc/templates/partydomain/party1_utility.xml]>:java.lang.ClassCastException: genius.core.timeline.ContinuousTimeline cannot be cast to genius.core.timeline.DiscreteTimeline: genius.core.timeline.ContinuousTimeline cannot be cast to genius.core.timeline.DiscreteTimeline:[agents.FunctionalAcceptor, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;FunctionalAcceptor;Appaloosa;0.0;0.0;0.0;0.0;party1_utility;party3_utility
