sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Profile 1;Profile 2
;2;Session genius.core.session.Session@278e0b09 failed: Failed to execute protocol: Execution failed of GroupY@0:java.lang.IllegalArgumentException: Attribute neither nominal nor string!: Attribute neither nominal nor string!:[C:\Users\og4428\orhun_workspace\Anac\bin\groupY\GroupY.class, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;GroupY;Appaloosa;0.0;0.0;0.0;0.0;party2_utility;party3_utility
;2;Session genius.core.session.Session@1c0abd96 failed: Failed to execute protocol: Execution failed of GroupY@3:java.lang.IllegalArgumentException: Attribute neither nominal nor string!: Attribute neither nominal nor string!:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, C:\Users\og4428\orhun_workspace\Anac\bin\groupY\GroupY.class];10s;No;;0;;;;;;Appaloosa;GroupY;0.0;0.0;0.0;0.0;party2_utility;party3_utility
9.985;305;;10s;Yes;No;2;0.71128;0.72675;0.16404;0.18809;1.43804;BayesianAgent@4;GroupY@5;0.7112841063801868;0.7267533825338521;0.7112841063801868;0.7267533825338521;party2_utility.xml;party3_utility.xml
10.000;838;;10s;No;No;1;0.00000;0.00000;1.08556;1.20458;0.00000;GroupY@6;BayesianAgent@7;0.0;0.0;0.0;0.0;party2_utility.xml;party3_utility.xml
;2;Session genius.core.session.Session@a9410d8 failed: Failed to execute protocol: Execution failed of BayesianAgent@9:java.lang.NullPointerException: null:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, agents.BayesianAgent];10s;No;;0;;;;;;Appaloosa;BayesianAgent;0.0;0.0;0.0;0.0;party2_utility;party3_utility
;2;Session genius.core.session.Session@3cbc79f7 failed: Failed to execute protocol: Execution failed of BayesianAgent@10:java.lang.NullPointerException: null:[agents.BayesianAgent, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;BayesianAgent;Appaloosa;0.0;0.0;0.0;0.0;party2_utility;party3_utility
;2;Session genius.core.session.Session@6f12c29c failed: Failed to execute protocol: Execution failed of GroupY@12:java.lang.NullPointerException: null:[C:\Users\og4428\orhun_workspace\Anac\bin\groupY\GroupY.class, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;GroupY;Appaloosa;0.0;0.0;0.0;0.0;party1_utility;party3_utility
;2;Session genius.core.session.Session@5c41dec5 failed: Failed to execute protocol: Execution failed of GroupY@15:java.lang.IllegalArgumentException: Attribute neither nominal nor string!: Attribute neither nominal nor string!:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, C:\Users\og4428\orhun_workspace\Anac\bin\groupY\GroupY.class];10s;No;;0;;;;;;Appaloosa;GroupY;0.0;0.0;0.0;0.0;party1_utility;party3_utility
9.967;323;;10s;Yes;No;2;0.66750;0.70000;0.20569;0.22457;1.36750;BayesianAgent@16;GroupY@17;0.6675;0.7000002344364973;0.6675;0.7000002344364973;party1_utility.xml;party3_utility.xml
10.000;330;;10s;No;No;1;0.00000;0.00000;1.10767;1.18562;0.00000;GroupY@18;BayesianAgent@19;0.0;0.0;0.0;0.0;party1_utility.xml;party3_utility.xml
