sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Profile 1;Profile 2
4.516;4825;;10s;Yes;No;2;0.49465;0.97500;0.00000;0.47369;1.46965;BoulwareNegotiationParty@0;ConcederNegotiationParty@1;0.975;0.49464690002105177;0.975;0.49464690002105177;party1_utility.xml;party2_utility.xml
1.174;1244;;10s;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;ConcederNegotiationParty@2;BoulwareNegotiationParty@3;0.6583333333333333;1.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
;2;Session genius.core.session.Session@415ddaae failed: Failed to execute protocol: Execution failed of BoulwareNegotiationParty@5:java.lang.IndexOutOfBoundsException: Index: 7, Size: 6: Index: 7, Size: 6:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, negotiator.parties.BoulwareNegotiationParty];10s;No;;0;;;;;;Appaloosa;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;party1_utility;party2_utility
;2;Session genius.core.session.Session@648f5d64 failed: Failed to execute protocol: Execution failed of BoulwareNegotiationParty@6:java.lang.IndexOutOfBoundsException: Index: 7, Size: 6: Index: 7, Size: 6:[negotiator.parties.BoulwareNegotiationParty, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;BoulwareNegotiationParty;Appaloosa;0.0;0.0;0.0;0.0;party1_utility;party2_utility
0.008;3;;10s;Yes;No;2;0.49465;0.97500;0.00000;0.47369;1.46965;ConcederNegotiationParty@8;Appaloosa@9;0.975;0.49464690002105177;0.975;0.49464690002105177;party1_utility.xml;party2_utility.xml
0.007;4;;10s;Yes;No;2;0.72167;0.97619;0.00000;0.07924;1.69786;Appaloosa@10;ConcederNegotiationParty@11;0.7216666666666667;0.9761884907982836;0.7216666666666667;0.9761884907982836;party1_utility.xml;party2_utility.xml
4.516;4776;;10s;Yes;No;2;0.49465;0.97500;0.00000;0.47369;1.46965;BoulwareNegotiationParty@12;ConcederNegotiationParty@13;0.975;0.49464690002105177;0.975;0.49464690002105177;party1_utility.xml;party2_utility.xml
1.174;1245;;10s;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;ConcederNegotiationParty@14;BoulwareNegotiationParty@15;0.6583333333333333;1.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
0.006;4;;10s;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;Appaloosa@16;BoulwareNegotiationParty@17;0.6583333333333333;1.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
0.003;2;;10s;Yes;No;2;0.29693;1.00000;0.00000;0.66723;1.29693;BoulwareNegotiationParty@18;Appaloosa@19;1.0;0.2969260373579895;1.0;0.2969260373579895;party1_utility.xml;party2_utility.xml
0.011;6;;10s;Yes;No;2;0.46849;0.96667;0.02746;0.49465;1.43515;ConcederNegotiationParty@20;Appaloosa@21;0.9666666666666668;0.46848669727080305;0.9666666666666668;0.46848669727080305;party1_utility.xml;party2_utility.xml
0.003;3;;10s;Yes;No;2;0.64583;0.98352;0.02068;0.14963;1.62936;Appaloosa@22;ConcederNegotiationParty@23;0.6458333333333333;0.9835232614447449;0.6458333333333333;0.9835232614447449;party1_utility.xml;party2_utility.xml
